제목,구분,카테고리,지역,연령,성별
[1인가구 집단상담]마음 力 키우기-청년편 참여자 모집,상담,외로움,강서구,"0,10,20,20,30","남성,여성"
1인가구 정서지원 프로그램 '#마음 스트레칭' 참여자 모집,프로그램,기타,종로구,"20,30","남성,여성"
그린인플루언서(심화과정) 참여자 모집,프로그램,기타,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 소셜다이닝,프로그램,기타,중구,"40,50,60,70,80,90,100","남성,여성"
"걸어서 마포속으로-자연의 도시, 마포편(모집종료)",프로그램,기타,마포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
마포1家_마음읽기편(모집마감),프로그램,외로움,마포구,"20,30,40,50","남성,여성"
우드버닝 목재 활용 프로그램 참여자 모집,프로그램,기타,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
집단상담 '행복한 동행',상담,외로움,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 도자 공예 프로그램 <쪼.물.락(樂)> 참여자 모집,프로그램,기타,광진구,"40,50,60,70,80,90,100","남성,여성"
2023년 1인가구 자기돌봄 프로그램 '워크원',프로그램,기타,동작구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
자기방어훈련,프로그램,안전,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"슬기로운1인생활 마음챙김명상 워크숍(6~8월, 월2회 토요일 10시~12시)",프로그램,기타,성동구,"20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구] 중장년 1인가구를 위한 '스마트한 동일이: 일상생활편',프로그램,기타,동대문구,"40,50,60,70,80,90,100","남성,여성"
1인가구 집단상담 프로그램 '사진에 담다',상담,외로움,동작구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
독립생활능력 프로그램 '알쓸재무',프로그램,경제/일자리,노원구,"0,10,20,20,30,40,50","남성,여성"
[가족생활] 동일이의 행복한여행_가족편,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 디지털 리터러시 교육,프로그램,기타,동대문구,"40,50,60,70,80,90,100","남성,여성"
[1인가구밀키트지원] 강남구 청년(2030) 1인가구 밀키트 지원 시범사업,프로그램,질병,강남구,"0,10,20,20,30","남성,여성"
내가 달라졌어요,프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 방범용품 지원사업 안전한 우리집,프로그램,안전,영등포구,"0,10,20,20,30,40,50","남성,여성"
20-30 1인가구 재무관리 프로그램(교육/상담),프로그램,경제/일자리,성북구,"20,30","남성,여성"
아로마 힐링 프로그램 '오늘은 쉼',프로그램,기타,성북구,"20,30,40,50","남성,여성"
월간밥상 2차 참여자(40-50대) 참여자 모집(모집종료),프로그램,기타,마포구,"40,50","남성,여성"
음악 교실-칼림바 (취미 악기 '칼림바' 배우기),프로그램,기타,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
그려볼 결심 추가 모집,프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구상담] 2023 1인가구 심리상담 접수,상담,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[심리안정감] 단단한 나를 만나는 방법 1인가구를 위한 자기방어훈련,프로그램,안전,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
01 줍-깅 클럽 4편,프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[추가모집] 1인가구 아카데미 자아찾기,프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[모집완료] 도심캠핑 프로그램 '구로스테이' (12월),프로그램,기타,구로구,"20,30,40,50","남성,여성"
중장년 1인가구 상반기 놀러가장 참여자 모집,프로그램,기타,성동구,"40,50,60,70,80,90,100","남성,여성"
부채관리교육 참여자 모집,프로그램,경제/일자리,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(모집마감)[서대문구] 내 몸은 내가 지킨다! 참여자 모집,프로그램,안전,서대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
청년1인가구 '스마트 AI - 챗GPT 비즈니스',프로그램,기타,광진구,"20,30","남성,여성"
[마감]10월 요리활동(베이커리) 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
‘SD Run 1’ : 1인가구 러닝크루 운영 참여자 모집,프로그램,기타,성동구,"20,30,40,50,60,70,80,90,100","남성,여성"
[토요시네마] 7월 3주차 토요시네마 <인사이드 아웃>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[행복한밥상] 세대소통 절기밥상(여름철 물김치&배추김치 편),프로그램,경제/일자리,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
외국인 1인가구 자조모임 참여자 모집(3기),프로그램,기타,용산구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[구로구] 1인가구 전문상담 '온마음',상담,외로움,구로구,"20,30,40,50","남성,여성"
[1인가구 여가문화프로그램] '여유로운 이브닝:베이킹편' [모집마감],프로그램,기타,강서구,"20,30","남성,여성"
서울시1인가구 환경창업 자조모임 참여자 모집,프로그램,경제/일자리,성동구,"20,30,40,50,60,70,80,90,100","남성,여성"
중?장년 1인가구 소셜다이닝 행복한 밥상_7기 '간단 그 잡채' 모집,프로그램,기타,강서구,"40,50,60,70,80,90,100","남성,여성"
1인가구 새해 꿈이룸 명상&요가,프로그램,기타,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
?서울청년센터 강북 <청년기업탐방프로그램> 3회차 참여자 모집,프로그램,기타,강북구,"0,10,20,20,30","남성,여성"
1로걸어봄(신청 마감),프로그램,기타,금천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
그림 교실 - 전통 민화,프로그램,기타,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 여가지원 '취미공방' 10월 양모펠트공예 참여자 모집 안내,프로그램,기타,종로구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
마포1家_탄소중립편 참여자 모집(모집종료),프로그램,기타,마포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
완벽한 솔로생활 -12월-,프로그램,기타,용산구,"20,30,40,50,60,70,80,90,100","남성,여성"
은평구 1인가구 자립준비청년 바리스타 자격증 교육 신청,프로그램,기타,은평구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
소그룹 집단상담 (3차) 참여자 모집,상담,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
초보 1인가구를 위한 두근두근 독립만세,프로그램,기타,동대문구,"20,30","남성,여성"
[종로구] 2021 온라인 사업보고회 溫온가족 ON온축제 안내,행사,기타,종로구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구 공통프로그램]'씽글벙글 경제교육-중장년편' 참여자 모집,프로그램,경제/일자리,강서구,"40,50,60,70,80,90,100","남성,여성"
[멤버십데이] 클라이밍 활동,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[인문학사업] 1인가구 집수리 교육 <무엇이든 고쳐보살> 시즌 2,프로그램,주거,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
집단상담 '내 마음에 노크하다',상담,외로움,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
성공할 결심(시간관리) 참여자 모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"1인가구 함께, 걷기대회",프로그램,기타,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
예비부부교실 ‘Happy Marriage Class’,프로그램,기타,양천구,"0,10,20,20,30","남성,여성"
1인가구 심리상담,상담,기타,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
2023년 1인가구 자기돌봄 프로그램 '싱글쿡',프로그램,기타,동작구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"가을아침, 전통체험",프로그램,기타,성북구,"20,30,40,50","남성,여성"
"변호사가 알려주는 '생활 법률 교육' (부동산, 전세 등 금융 범죄 및 생활 범죄 예방 및 대처 등)",프로그램,안전,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[멤버십데이] 청량한 여름 만들기 참여자 모집,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 자기돌봄 '셀프 디펜스' 참여자 모집,프로그램,안전,종로구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[모집완료] 10월 특강 '금쪽같은 내 마음',프로그램,기타,구로구,"20,30,40,50","남성,여성"
1인가구지원사업 1인가구 자기방어훈련,프로그램,안전,금천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[소셜다이닝] 세대소통 나만의 당근 케이크 만들기 편,프로그램,질병,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
신.이.나 연말송년회 <2024 1인자는 우리!>,행사,기타,영등포구,"20,30","남성,여성"
"일상생활지원사업 9월 '일상, 선물' 참여자 모집",프로그램,기타,광진구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
" 중장년 1인가구 소셜다이닝 행복한 밥상 7,8기 모집",프로그램,기타,영등포구,"40,50,60,70,80,90,100","남성,여성"
1인가구 개인상담,상담,외로움,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(모집마감)[서대문구]일(1)단 떠봐 참여자 모집,프로그램,기타,서대문구,"0,10,20,20,30,40,50","남성,여성"
청년층 '컬러테라피' 집단 프로그램,상담,기타,양천구,"0,10,20,20,30","남성,여성"
1인가구 전문상담,상담,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
환경캠페인 에코싱글즈3기,프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 힐링특강,프로그램,기타,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
대화할 결심(이성대화) 2기 참여자모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[행복한밥상] 세대소통 절기밥상(가을철 배추김치&물김치 편),프로그램,질병,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
나 혼자 '잘'산다 -10월-,프로그램,기타,용산구,"20,30,40,50","남성,여성"
전세대 1인가구지원 뿌꾸 영화관,프로그램,기타,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
완벽한 솔로생활 7월 - 반려동물 프로그램-,프로그램,기타,용산구,"20,30,40,50",남성
[모집완료] 도심캠핑 프로그램 '구로스테이' (8월),프로그램,기타,구로구,"0,10,20,20,30,40,50","남성,여성"
2023 1인가구 그린라이프 5기 모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"1로모여, 관악구 행복로 3길 3기 참여자모집",프로그램,기타,관악구,"40,50,60,70,80,90,100","남성,여성"
[1인가구]신체활동 (9~11월)_탁구교실,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[인문학]1인가구 크로키 드로잉 클래스,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[북라이프사업] 최유정 작가가 전하는 1인가구를 위한 홈스타일링 노하우,프로그램,주거,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
11월 중장년1인가구 소셜다이닝'행복한밥상',프로그램,기타,송파구,"40,50,60,70,80,90,100","남성,여성"
"일상생활지원사업 11월 '일상, 선물' 참여자 모집",프로그램,기타,광진구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 <마음챙김> 요가?명상,상담,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
독립생활 프로그램 '취미천재 노원구',프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"중장년 1인가구 '같이, 가치' 7월 프로그램 안내",프로그램,기타,용산구,"40,50,60,70,80,90,100","남성,여성"
1인가구 관계증진 프로그램 '슬기로운 1인생활',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
독립생활능력 프로그램 '금쪽같은 나',프로그램,안전,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
광진구1인가구지원센터와 광진구정신건강복지센터가 함께하는 문학예술치료프로그램 참여자 모집,상담,외로움,광진구,"0,10,20,20,30","남성,여성"
요리활동 '오늘은 내가 요리사' 참여자 모집,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
청년층 '컬러테라피' 집단 프로그램,상담,기타,양천구,"0,10,20,20,30","남성,여성"
정착할 결심(주거) 참여자모집,프로그램,주거,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[북라이프사업] 곽민지 작가와의 만남 <더불어 함께 살기>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구프로그램]'1인가구를 위한 생활로드맵-여름나기편' 참여자 모집,프로그램,기타,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
'따로 또 같이'-우리동네 사진작가 신청자 추가모집,프로그램,기타,강북구,"20,30,40,50","남성,여성"
사회적관계망지원사업,소모임,외로움,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[진행중] 10월 강동싱글놀이터(피클볼) 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
<추가모집> 일일 클라이밍체험 11/6(월),프로그램,기타,성북구,"20,30,40,50","남성,여성"
마음챙김 요가?명상 프로그램,상담,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
컬러테라피 프로그램(2회기) 참여자 추가모집,상담,기타,양천구,"0,10,20,20,30","남성,여성"
"일상생활지원사업 10월 '일상, 선물' 참여자 모집",프로그램,기타,광진구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[서대문구] 1인가구 김장하는 날! 참여자 모집,프로그램,기타,서대문구,"20,30,40,50","남성,여성"
중장년 1인가구 같이 영화봐요!(서울의 봄),프로그램,외로움,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구] 일상생활 능력 강화를 위한 '동일이의 살림백서',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[추가모집] 마음챙김 요가&명상 참여자 모집,상담,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 상담멘토링프로그램 멘티 추가모집,상담,기타,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
독립생활능력 프로그램,프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구의 생활과 관련된 4가지 주제,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
추가모집 '금요 헬스 클럽',프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
2023 1인가구 편안할결심_ 에세이쓰기 참여자 모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
11월 월간프로그램'아침메뉴',프로그램,기타,송파구,"20,30","남성,여성"
[인문학사업] <똑똑하고 안전하게 주거계약하기>,프로그램,주거,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(모집마감)[서대문구]1인가구 환경교육 '환경지킴E!' 참여자 모집,프로그램,기타,서대문구,"0,10,20,20,30,40,50","남성,여성"
생활밀착형 프로그램,프로그램,기타,금천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
청년 1인가구 요리 지원사업 '밑반찬을 부탁해',프로그램,기타,영등포구,"20,30","남성,여성"
"1가구 함께, 정동야행",행사,기타,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"일상생활지원사업 8월 '일상, 선물' 참여자 모집",프로그램,기타,광진구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[마음건강] 1인가구 마음워크숍<당신이라는 책을 펼치는 시간> 참여자 모집,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 부동산 실용모임 '집으로 가는 길',프로그램,주거,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구의 건강한 나들이 '나눔의 미덕',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[모집완료] 1인가구 봉사 자조 모임 '너나우리',프로그램,기타,구로구,"0,10,20,20,30,40,50,60,70,80,90,100",여성
"영등포구 청년 1인가구 요리?건강 지원사업 '신이나' (신길 이웃, 나랑 할래?)",프로그램,기타,영등포구,"20,30","남성,여성"
마포1家_생활안전편 2차 참여자 모집,프로그램,안전,마포구,"20,30,40,50,60,70,80,90,100","남성,여성"
[마음건강] 2023년 3차 심리검사 및 심리상담 지원신청,상담,외로움,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
가구제작기능사 자격증반,프로그램,경제/일자리,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
7월 중장년1인가구 소셜다이닝'행복한밥상'(4기),프로그램,기타,송파구,"40,50,60,70,80,90,100","남성,여성"
"중장년 1인가구 '같이, 가치' '영국 내셔널갤러리 명화전 관람' 참가자 모집",프로그램,기타,용산구,"40,50,60,70,80,90,100","남성,여성"
정리 수납 교육 (*요청시 자격증 발급 가능),프로그램,주거,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[커뮤니티사업] 설맞이 멤버십데이 <나만의 행운 명태 만들기>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[진행중] 11월 강동싱글놀이터(필라테스) 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100",여성
(모집마감)[서대문구] 취향의 발견 <뮤지컬 배우와 함께하는 뮤지컬 넘버연기> 참여자 모집,프로그램,기타,서대문구,"0,10,20,20,30","남성,여성"
[1인가구프로그램]'1인가구를 위한 생활로드맵-정리수납&인테리어소품DIY편' 참여자 모집,프로그램,기타,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[인문학사업] 개념있는 희애씨와 함께하는 <더 나은 일상을 위한 1인가구 경제교육>,프로그램,경제/일자리,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
사회적관계망 프로그램 '보물지도 만들기'-추가모집,프로그램,기타,노원구,"40,50,60,70,80,90,100","남성,여성"
[커뮤니티사업] 신규 회원 대상 <우리 센터 길라잡이>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
싱글 찰칵 스마일(대면 사진 강의),프로그램,기타,성북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
뿌꾸네 영화관 '힐링시네톡'_8월 편,프로그램,기타,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 부채교육 '동일이의 돈기부여',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[심리안정감] 단단한 나를 만나는 방법 1인가구를 위한 자기방어훈련,프로그램,안전,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
환경캠페인 에코싱글즈4기,프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
마포1家_체력증진편 참여자 모집(모집종료),프로그램,기타,마포구,"20,30,40,50","남성,여성"
[마감] 강동싱글놀이터(필라테스) 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100",여성
[용산구] 1인가구 심리상담,상담,기타,용산구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
동일이의 라이프코칭 건강관리편,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
일일 클라이밍(11/6),프로그램,기타,성북구,"20,30,40,50","남성,여성"
놀다가 우리끼리 DIY(Vol.1 캐시미어 쁘띠 목도리 만들기),프로그램,기타,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[인문학 사업] 1인가구 주거교육 <나를 위한 집 찾기 A to Z>,프로그램,주거,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 '씽글벙글 경제교육',프로그램,경제/일자리,영등포구,"40,50,60,70,80,90,100","남성,여성"
[인문학사업] 각 나오는 1인가구 정리수납,프로그램,주거,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
청년1인가구 경제교육 프로그램 '금똥구리 돈굴리기 프로젝트',프로그램,경제/일자리,광진구,"20,30","남성,여성"
[진행중] 10월 강동싱글놀이터(필라테스) 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
전월세 안심계약 도움 서비스,상담,주거,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
영등포 1인가구 다모임(체험프로그램: 테니스),프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[서대문구] 1인가구 사회적관계망지원사업 참여자 모집,소모임,기타,서대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
우리동네 먹을지도 대작전! 추가모집,소모임,외로움,노원구,"40,50,60,70,80,90,100","남성,여성"
2023 1인가구 편안할결심_ 취향의 발견 참여자 모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
재무관리교육 ?여자 모집,프로그램,경제/일자리,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
환경캠페인 에코싱글즈3기,프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[가족생활] 1인가구 지역 생활역량강화 프로그램 '걸어서 동대문속으로',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
마포1家_생활안전편 1차 참여자 모집(모집종료),프로그램,안전,마포구,"20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 지원 아이디어 공모전,프로그램,기타,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
당신의 다이어트가 계속 반복되는 이유! 최겸 다이어트 강연,행사,질병,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
상반기 요가 1~4반 참여자 모집,프로그램,기타,성동구,"0,10,20,20,30,40,50,60,70,80,90,100",여성
"[강남구]1인가구 멘토링 멘토,멘티 모집!",프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
일일 클라이밍 체험_11/20(월) 18:00-20:00,프로그램,기타,성북구,"20,30,40,50","남성,여성"
중장년 1인가구 동아리 지원 ';동일이와 노라조~',소모임,외로움,동대문구,"40,50","남성,여성"
일상찾기 속 관계 프로그램,프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"1로 모여, 관악구 행복로 3길 특집 참여자모집",프로그램,기타,관악구,"40,50,60,70,80,90,100","남성,여성"
1인가구 여가문화프로그램 '싱글 인 강서',프로그램,기타,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[청년 1인가구 프로그램] '감정을 깨우는 손글씨' 참여자 모집,프로그램,기타,강서구,"0,10,20,20,30","남성,여성"
2023 1인가구 그린라이프 4기 모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
<브라보! 신중년> 참여자 모집,프로그램,경제/일자리,송파구,"40,50","남성,여성"
요리활동(10~11월) '오늘은 내가 요리사' 참여자 모집,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 : 2875+,프로그램,질병,성동구,"40,50,60,70,80,90,100","남성,여성"
[인문학사업] 북다이브 <김신지 작가와의 만남: 일상 속 행복을 포착하고 기록하는 방법>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[중장년 1인가구 집단상담] 마음 力 키우기-중장년편 개인 참여자 모집,프로그램,기타,강서구,"40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 소셜다이닝 행복한밥상-6기 '나트륨을 줄여저염' 모집,프로그램,기타,강서구,"40,50,60,70,80,90,100","남성,여성"
[커뮤니티사업] 커뮤니티공유전,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 집단상담 참여자 모집,상담,외로움,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구 마음건강 워크샵] 나를 돌보는 상담실,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 경제교육 및 재무설계 '동일이의 경제교실_재무교육편',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
2023년 1인가구 자기돌봄 프로그램 '내 손안의 경제',프로그램,경제/일자리,동작구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
CJ더키친과 함께하는 청년 1인가구 소셜다이닝 <BRUNCH COOKING CLASS>,프로그램,기타,중구,"20,30","남성,여성"
셀프 집수리 교육,프로그램,주거,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 통합예술 상담 프로그램,상담,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
사진을 활용한 자기이해 집단상담 '사진에 담다',상담,외로움,동작구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"영등포 1인가구 다모임(강연: 작가 김영하, 유튜버 자취남)",행사,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
강동구1인가구지원센터 동글이 가을 운동회,행사,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[마감]1인가구 소셜다이닝 <행복한 밥상> 여름 특별프로그램,프로그램,기타,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
교육활동(9월) 중장년 재무교육,프로그램,경제/일자리,중랑구,"40,50,60,70,80,90,100","남성,여성"
런치 힐링 프로그램 '함께 힐링 할래-시즌2',프로그램,기타,광진구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
2024년 상반기 프로그램 참여자 모집,프로그램,기타,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구프로그램]'1인가구를 위한 생활로드맵-퍼스널브랜딩편' 참여자 추가 모집,프로그램,기타,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"손맛 비법 공유 한마당(김장체험, 쿠킹클래스, 복지계층 나눔 등)",행사,기타,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[송파구1인가구지원센터]1인가구심리상담,상담,외로움,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구를 위한 동일이의 행복한 밥상 9월 특별회기,프로그램,주거,동대문구,"20,30,40,50,60,70,80,90,100","남성,여성"
완벽한 솔로생활-11월-,프로그램,기타,용산구,"20,30,40,50","남성,여성"
1인가구 마음충전 '마음그리기',프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 부동산 실용모임 '집으로 가는 길',프로그램,주거,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[중랑구] 1인가구지원사업 11월 신체활동 운동처방,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
청년 1인가구 커뮤니티 공간 지원,소모임,기타,광진구,"0,10,20,20,30,40,50","남성,여성"
1인가구 감정돌봄 프로그램 '동일이의 감정코칭',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
